Date,Symbol,Close
2023-05-16 00:00:00-04:00,AAPL,171.16102600097656
2023-05-17 00:00:00-04:00,AAPL,171.77774047851562
2023-05-18 00:00:00-04:00,AAPL,174.12527465820312
2023-05-19 00:00:00-04:00,AAPL,174.23468017578125
2023-05-22 00:00:00-04:00,AAPL,173.27975463867188
2023-05-23 00:00:00-04:00,AAPL,170.65370178222656
2023-05-24 00:00:00-04:00,AAPL,170.93222045898438
2023-05-25 00:00:00-04:00,AAPL,172.07615661621094
2023-05-26 00:00:00-04:00,AAPL,174.50323486328125
2023-05-30 00:00:00-04:00,AAPL,176.36337280273438
2023-05-31 00:00:00-04:00,AAPL,176.31362915039062
2023-06-01 00:00:00-04:00,AAPL,179.1386260986328
2023-06-02 00:00:00-04:00,AAPL,179.99407958984375
2023-06-05 00:00:00-04:00,AAPL,178.63133239746094
2023-06-06 00:00:00-04:00,AAPL,178.26329040527344
2023-06-07 00:00:00-04:00,AAPL,176.88063049316406
2023-06-08 00:00:00-04:00,AAPL,179.61611938476562
2023-06-09 00:00:00-04:00,AAPL,180.0040283203125
2023-06-12 00:00:00-04:00,AAPL,182.819091796875
2023-06-13 00:00:00-04:00,AAPL,182.3416290283203
2023-06-14 00:00:00-04:00,AAPL,182.97824096679688
2023-06-15 00:00:00-04:00,AAPL,185.02737426757812
2023-06-16 00:00:00-04:00,AAPL,183.94313049316406
2023-06-20 00:00:00-04:00,AAPL,184.0326385498047
2023-06-21 00:00:00-04:00,AAPL,182.9882049560547
2023-06-22 00:00:00-04:00,AAPL,186.0121307373047
2023-06-23 00:00:00-04:00,AAPL,185.69381713867188
2023-06-26 00:00:00-04:00,AAPL,184.29127502441406
2023-06-27 00:00:00-04:00,AAPL,187.06654357910156
2023-06-28 00:00:00-04:00,AAPL,188.250244140625
2023-06-29 00:00:00-04:00,AAPL,188.5884552001953
2023-06-30 00:00:00-04:00,AAPL,192.9453125
2023-07-03 00:00:00-04:00,AAPL,191.44329833984375
2023-07-05 00:00:00-04:00,AAPL,190.31927490234375
2023-07-06 00:00:00-04:00,AAPL,190.79672241210938
2023-07-07 00:00:00-04:00,AAPL,189.67266845703125
2023-07-10 00:00:00-04:00,AAPL,187.61361694335938
2023-07-11 00:00:00-04:00,AAPL,187.08644104003906
2023-07-12 00:00:00-04:00,AAPL,188.7675018310547
2023-07-13 00:00:00-04:00,AAPL,189.53341674804688
2023-07-14 00:00:00-04:00,AAPL,189.6826629638672
2023-07-17 00:00:00-04:00,AAPL,192.9652099609375
2023-07-18 00:00:00-04:00,AAPL,192.70657348632812
2023-07-19 00:00:00-04:00,AAPL,194.0693359375
2023-07-20 00:00:00-04:00,AAPL,192.10975646972656
2023-07-21 00:00:00-04:00,AAPL,190.92604064941406
2023-07-24 00:00:00-04:00,AAPL,191.7317657470703
2023-07-25 00:00:00-04:00,AAPL,192.59716796875
2023-07-26 00:00:00-04:00,AAPL,193.47250366210938
2023-07-27 00:00:00-04:00,AAPL,192.1992645263672
2023-07-28 00:00:00-04:00,AAPL,194.79550170898438
2023-07-31 00:00:00-04:00,AAPL,195.41221618652344
2023-08-01 00:00:00-04:00,AAPL,194.57664489746094
2023-08-02 00:00:00-04:00,AAPL,191.5626678466797
2023-08-03 00:00:00-04:00,AAPL,190.1601104736328
2023-08-04 00:00:00-04:00,AAPL,181.02859497070312
2023-08-07 00:00:00-04:00,AAPL,177.90521240234375
2023-08-08 00:00:00-04:00,AAPL,178.8501739501953
2023-08-09 00:00:00-04:00,AAPL,177.24868774414062
2023-08-10 00:00:00-04:00,AAPL,177.0298309326172
2023-08-11 00:00:00-04:00,AAPL,177.089599609375
2023-08-14 00:00:00-04:00,AAPL,178.7530517578125
2023-08-15 00:00:00-04:00,AAPL,176.75094604492188
2023-08-16 00:00:00-04:00,AAPL,175.87442016601562
2023-08-17 00:00:00-04:00,AAPL,173.31454467773438
2023-08-18 00:00:00-04:00,AAPL,173.80262756347656
2023-08-21 00:00:00-04:00,AAPL,175.14727783203125
2023-08-22 00:00:00-04:00,AAPL,176.5318145751953
2023-08-23 00:00:00-04:00,AAPL,180.406494140625
2023-08-24 00:00:00-04:00,AAPL,175.68516540527344
2023-08-25 00:00:00-04:00,AAPL,177.90638732910156
2023-08-28 00:00:00-04:00,AAPL,179.48016357421875
2023-08-29 00:00:00-04:00,AAPL,183.3946533203125
2023-08-30 00:00:00-04:00,AAPL,186.9107666015625
2023-08-31 00:00:00-04:00,AAPL,187.1298828125
2023-09-01 00:00:00-04:00,AAPL,188.713623046875
2023-09-05 00:00:00-04:00,AAPL,188.9526824951172
2023-09-06 00:00:00-04:00,AAPL,182.18942260742188
2023-09-07 00:00:00-04:00,AAPL,176.86050415039062
2023-09-08 00:00:00-04:00,AAPL,177.47805786132812
2023-09-11 00:00:00-04:00,AAPL,178.65342712402344
2023-09-12 00:00:00-04:00,AAPL,175.60548400878906
2023-09-13 00:00:00-04:00,AAPL,173.52371215820312
2023-09-14 00:00:00-04:00,AAPL,175.0476837158203
2023-09-15 00:00:00-04:00,AAPL,174.320556640625
2023-09-18 00:00:00-04:00,AAPL,177.26890563964844
2023-09-19 00:00:00-04:00,AAPL,178.36456298828125
2023-09-20 00:00:00-04:00,AAPL,174.7986602783203
2023-09-21 00:00:00-04:00,AAPL,173.2447967529297
2023-09-22 00:00:00-04:00,AAPL,174.10142517089844
2023-09-25 00:00:00-04:00,AAPL,175.3863525390625
2023-09-26 00:00:00-04:00,AAPL,171.28257751464844
2023-09-27 00:00:00-04:00,AAPL,169.7585906982422
2023-09-28 00:00:00-04:00,AAPL,170.017578125
2023-09-29 00:00:00-04:00,AAPL,170.53553771972656
2023-10-02 00:00:00-04:00,AAPL,173.0655059814453
2023-10-03 00:00:00-04:00,AAPL,171.7208251953125
2023-10-04 00:00:00-04:00,AAPL,172.9758758544922
2023-10-05 00:00:00-04:00,AAPL,174.22096252441406
2023-10-06 00:00:00-04:00,AAPL,176.79078674316406
2023-10-09 00:00:00-04:00,AAPL,178.28488159179688
2023-10-10 00:00:00-04:00,AAPL,177.68724060058594
2023-10-11 00:00:00-04:00,AAPL,179.09169006347656
2023-10-12 00:00:00-04:00,AAPL,179.99810791015625
2023-10-13 00:00:00-04:00,AAPL,178.14544677734375
2023-10-16 00:00:00-04:00,AAPL,178.01593017578125
2023-10-17 00:00:00-04:00,AAPL,176.45211791992188
2023-10-18 00:00:00-04:00,AAPL,175.14727783203125
2023-10-19 00:00:00-04:00,AAPL,174.768798828125
2023-10-20 00:00:00-04:00,AAPL,172.19894409179688
2023-10-23 00:00:00-04:00,AAPL,172.3184814453125
2023-10-24 00:00:00-04:00,AAPL,172.75674438476562
2023-10-25 00:00:00-04:00,AAPL,170.42596435546875
2023-10-26 00:00:00-04:00,AAPL,166.2325439453125
2023-10-27 00:00:00-04:00,AAPL,167.5572967529297
2023-10-30 00:00:00-04:00,AAPL,169.619140625
2023-10-31 00:00:00-04:00,AAPL,170.09725952148438
2023-11-01 00:00:00-04:00,AAPL,173.28465270996094
2023-11-02 00:00:00-04:00,AAPL,176.87046813964844
2023-11-03 00:00:00-04:00,AAPL,175.95407104492188
2023-11-06 00:00:00-05:00,AAPL,178.52392578125
2023-11-07 00:00:00-05:00,AAPL,181.10372924804688
2023-11-08 00:00:00-05:00,AAPL,182.1695098876953
2023-11-09 00:00:00-05:00,AAPL,181.69139099121094
2023-11-10 00:00:00-05:00,AAPL,185.9102783203125
2023-11-13 00:00:00-05:00,AAPL,184.3144989013672
2023-11-14 00:00:00-05:00,AAPL,186.9475555419922
2023-11-15 00:00:00-05:00,AAPL,187.51605224609375
2023-11-16 00:00:00-05:00,AAPL,189.21160888671875
2023-11-17 00:00:00-05:00,AAPL,189.191650390625
2023-11-20 00:00:00-05:00,AAPL,190.947021484375
2023-11-21 00:00:00-05:00,AAPL,190.13916015625
2023-11-22 00:00:00-05:00,AAPL,190.80738830566406
2023-11-24 00:00:00-05:00,AAPL,189.47091674804688
2023-11-27 00:00:00-05:00,AAPL,189.2913818359375
2023-11-28 00:00:00-05:00,AAPL,189.8997802734375
2023-11-29 00:00:00-05:00,AAPL,188.8724822998047
2023-11-30 00:00:00-05:00,AAPL,189.45095825195312
2023-12-01 00:00:00-05:00,AAPL,190.73757934570312
2023-12-04 00:00:00-05:00,AAPL,188.9323272705078
2023-12-05 00:00:00-05:00,AAPL,192.91184997558594
2023-12-06 00:00:00-05:00,AAPL,191.81475830078125
2023-12-07 00:00:00-05:00,AAPL,193.75962829589844
2023-12-08 00:00:00-05:00,AAPL,195.19583129882812
2023-12-11 00:00:00-05:00,AAPL,192.67247009277344
2023-12-12 00:00:00-05:00,AAPL,194.19847106933594
2023-12-13 00:00:00-05:00,AAPL,197.43992614746094
